Date;BRI_O;BRI_H;BRI_L;BRI_C;BRI_AdjC;BRI_Vol
Dec 4, 2020;3,999.93;3,999.93;3,881.75;3,909.02;2,999.61;165,420,527
Dec 3, 2020;3,954.48;3,999.93;3,909.02;3,999.93;3,069.37;218,887,830
Dec 2, 2020;3,927.20;3,945.39;3,863.57;3,909.02;2,999.61;149,985,830
Dec 1, 2020;3,754.48;3,872.66;3,699.94;3,854.48;2,957.76;251,258,199
Nov 30, 2020;3,863.57;3,890.84;3,627.21;3,718.12;2,853.12;493,687,757
Nov 27, 2020;3,936.30;3,972.66;3,881.75;3,881.75;2,978.68;126,437,063
Nov 26, 2020;3,836.30;3,927.20;3,836.30;3,899.93;2,992.64;150,181,303
Nov 25, 2020;3,927.20;3,990.84;3,863.57;3,927.20;3,013.56;311,676,963
Nov 24, 2020;3,745.39;3,845.39;3,709.03;3,818.12;2,929.85;226,784,757
Nov 23, 2020;3,645.39;3,727.21;3,645.39;3,709.03;2,846.14;135,864,336
Nov 20, 2020;3,672.66;3,709.03;3,627.21;3,654.48;2,804.29;137,266,310
Nov 19, 2020;3,645.39;3,754.48;3,618.12;3,672.66;2,818.24;219,674,674
Nov 18, 2020;3,618.12;3,681.75;3,609.03;3,672.66;2,818.24;200,926,500
Nov 17, 2020;3,636.30;3,654.48;3,572.67;3,599.94;2,762.43;198,939,646
Nov 16, 2020;3,681.75;3,699.94;3,572.67;3,599.94;2,762.43;212,327,977
Nov 13, 2020;3,609.03;3,709.03;3,599.94;3,636.30;2,790.34;261,115,910
Nov 12, 2020;3,727.21;3,727.21;3,563.57;3,590.85;2,755.46;366,633,582
Nov 11, 2020;3,609.03;3,809.03;3,590.85;3,745.39;2,874.05;392,814,584
Nov 10, 2020;3,454.49;3,645.39;3,427.21;3,636.30;2,790.34;622,129,055
Nov 9, 2020;3,345.40;3,354.49;3,254.49;3,354.49;2,574.08;283,205,831
Nov 6, 2020;3,190.85;3,272.67;3,154.49;3,236.31;2,483.40;295,649,686
Nov 5, 2020;3,063.58;3,172.67;3,054.49;3,172.67;2,434.57;258,276,321
Nov 4, 2020;3,109.04;3,109.04;2,990.86;2,990.86;2,295.05;152,055,736
Nov 3, 2020;3,081.76;3,090.86;3,054.49;3,072.67;2,357.83;133,604,017
Nov 2, 2020;3,054.49;3,081.76;2,999.95;3,072.67;2,357.83;172,465,378
Oct 27, 2020;3,036.31;3,090.86;3,027.22;3,054.49;2,343.88;201,640,192
Oct 26, 2020;2,999.95;3,054.49;2,990.86;3,036.31;2,329.93;111,346,673
Oct 23, 2020;3,045.40;3,045.40;2,972.68;2,990.86;2,295.05;128,973,377
Oct 22, 2020;2,927.22;2,999.95;2,909.04;2,999.95;2,302.03;176,153,302
Oct 21, 2020;2,981.77;3,009.04;2,936.31;2,945.40;2,260.17;128,682,202
Oct 20, 2020;2,981.77;2,990.86;2,918.13;2,954.49;2,267.15;147,444,676
Oct 19, 2020;2,963.59;2,990.86;2,936.31;2,981.77;2,288.08;105,821,057
Oct 16, 2020;3,036.31;3,054.49;2,918.13;2,954.49;2,267.15;154,490,628
Oct 15, 2020;3,054.49;3,072.67;3,009.04;3,009.04;2,309.00;201,627,762
Oct 14, 2020;2,999.95;3,072.67;2,990.86;3,054.49;2,343.88;213,271,353
Oct 13, 2020;2,899.95;2,999.95;2,863.59;2,981.77;2,288.08;224,885,904
Oct 12, 2020;2,872.68;2,918.13;2,863.59;2,899.95;2,225.29;172,174,643
Oct 9, 2020;2,863.59;2,881.77;2,836.31;2,863.59;2,197.39;89,241,681
Oct 8, 2020;2,863.59;2,881.77;2,827.22;2,863.59;2,197.39;136,318,754
Oct 7, 2020;2,872.68;2,881.77;2,799.95;2,836.31;2,176.46;317,619,596
Oct 6, 2020;2,927.22;2,945.40;2,890.86;2,899.95;2,225.29;132,900,775
Oct 5, 2020;2,872.68;2,881.77;2,827.22;2,872.68;2,204.37;101,996,951
Oct 2, 2020;2,890.86;2,918.13;2,781.77;2,818.13;2,162.51;172,772,944
Oct 1, 2020;2,809.04;2,881.77;2,781.77;2,872.68;2,204.37;143,036,570
Sep 30, 2020;2,781.77;2,799.95;2,727.23;2,763.59;2,120.66;184,622,458
Sep 29, 2020;2,836.31;2,872.68;2,745.41;2,763.59;2,120.66;200,970,281
Sep 28, 2020;2,890.86;2,936.31;2,799.95;2,809.04;2,155.53;149,014,953
Sep 25, 2020;2,781.77;2,890.86;2,763.59;2,872.68;2,204.37;186,363,128
Sep 24, 2020;2,754.50;2,799.95;2,736.32;2,754.50;2,113.68;180,569,548
Sep 23, 2020;2,881.77;2,890.86;2,772.68;2,799.95;2,148.56;132,670,981
Sep 22, 2020;2,827.22;2,899.95;2,818.13;2,845.41;2,183.44;148,046,607
Sep 21, 2020;2,909.04;2,954.49;2,863.59;2,899.95;2,225.29;125,587,849
Sep 18, 2020;2,909.04;2,972.68;2,899.95;2,927.22;2,246.22;223,172,404
Sep 17, 2020;2,972.68;3,009.04;2,881.77;2,909.04;2,232.27;184,375,724
Sep 16, 2020;3,063.58;3,081.76;2,945.40;2,963.59;2,274.12;152,384,862
Sep 15, 2020;3,127.22;3,145.40;3,009.04;3,027.22;2,322.95;215,087,925
Sep 14, 2020;2,999.95;3,136.31;2,999.95;3,127.22;2,399.69;303,482,811
Sep 11, 2020;2,745.41;3,009.04;2,736.32;2,954.49;2,267.15;641,858,446
Sep 10, 2020;2,999.95;2,999.95;2,890.86;2,890.86;2,218.32;305,637,969
Sep 9, 2020;3,163.58;3,172.67;3,072.67;3,099.95;2,378.76;196,282,440
Sep 8, 2020;3,190.85;3,245.40;3,190.85;3,199.94;2,455.50;89,521,636
Sep 7, 2020;3,227.22;3,245.40;3,181.76;3,190.85;2,448.52;104,297,421
Sep 4, 2020;3,281.76;3,281.76;3,163.58;3,227.22;2,476.42;148,013,826
Sep 3, 2020;3,327.22;3,354.49;3,227.22;3,254.49;2,497.35;197,577,052
Sep 2, 2020;3,290.85;3,327.22;3,263.58;3,327.22;2,553.16;117,619,091
Sep 1, 2020;3,227.22;3,299.94;3,163.58;3,281.76;2,518.28;216,658,972
Aug 31, 2020;3,363.58;3,399.94;3,181.76;3,190.85;2,448.52;292,651,694
Aug 28, 2020;3,372.67;3,399.94;3,318.12;3,354.49;2,574.08;85,678,499
Aug 27, 2020;3,399.94;3,436.30;3,327.22;3,363.58;2,581.06;206,786,961
Aug 26, 2020;3,454.49;3,472.67;3,363.58;3,399.94;2,608.96;178,162,157
Aug 25, 2020;3,336.31;3,454.49;3,309.03;3,454.49;2,650.82;197,233,406
Aug 24, 2020;3,209.04;3,318.12;3,199.94;3,309.03;2,539.21;214,473,234
Aug 19, 2020;3,199.94;3,309.03;3,199.94;3,236.31;2,483.40;239,290,433
Aug 18, 2020;3,036.31;3,209.04;3,036.31;3,199.94;2,455.50;288,206,078
Aug 14, 2020;3,027.22;3,045.40;2,981.77;3,036.31;2,329.93;109,069,303
Aug 13, 2020;3,045.40;3,136.31;2,999.95;3,027.22;2,322.95;235,648,930
Aug 12, 2020;2,899.95;3,063.58;2,899.95;3,045.40;2,336.91;505,369,848
Aug 11, 2020;2,845.41;2,927.22;2,845.41;2,899.95;2,225.29;189,708,286
Aug 10, 2020;2,827.22;2,863.59;2,818.13;2,845.41;2,183.44;100,613,457
Aug 7, 2020;2,827.22;2,845.41;2,781.77;2,827.22;2,169.49;98,910,738
Aug 6, 2020;2,818.13;2,845.41;2,809.04;2,827.22;2,169.49;126,064,817
Aug 5, 2020;2,818.13;2,827.22;2,763.59;2,799.95;2,148.56;177,648,668
Aug 4, 2020;2,727.23;2,799.95;2,727.23;2,799.95;2,148.56;171,919,769
Aug 3, 2020;2,881.77;2,890.86;2,699.95;2,718.13;2,085.78;373,214,336
Jul 30, 2020;2,845.41;2,881.77;2,827.22;2,872.68;2,204.37;86,328,061
Jul 29, 2020;2,854.50;2,863.59;2,818.13;2,836.31;2,176.46;73,895,646
Jul 28, 2020;2,872.68;2,881.77;2,818.13;2,854.50;2,190.41;113,763,744
Jul 27, 2020;2,809.04;2,863.59;2,809.04;2,863.59;2,197.39;103,970,385
Jul 24, 2020;2,845.41;2,854.50;2,809.04;2,809.04;2,155.53;104,287,961
Jul 23, 2020;2,836.31;2,872.68;2,818.13;2,854.50;2,190.41;162,646,279
Jul 22, 2020;2,872.68;2,881.77;2,809.04;2,818.13;2,162.51;190,916,547
Jul 21, 2020;2,772.68;2,890.86;2,772.68;2,863.59;2,197.39;224,576,578
Jul 20, 2020;2,818.13;2,845.41;2,754.50;2,772.68;2,127.63;150,206,164
Jul 17, 2020;2,854.50;2,863.59;2,818.13;2,818.13;2,162.51;131,548,742
Jul 16, 2020;2,845.41;2,872.68;2,845.41;2,854.50;2,190.41;128,809,144
Jul 15, 2020;2,909.04;2,945.40;2,845.41;2,845.41;2,183.44;182,296,468
Jul 14, 2020;2,872.68;2,954.49;2,845.41;2,881.77;2,211.34;232,365,483
Jul 13, 2020;2,845.41;2,890.86;2,772.68;2,872.68;2,204.37;105,451,891
Jul 10, 2020;2,845.41;2,863.59;2,818.13;2,827.22;2,169.49;117,829,855
Jul 9, 2020;2,899.95;2,936.31;2,854.50;2,854.50;2,190.41;211,404,181
Jul 8, 2020;2,763.59;2,909.04;2,754.50;2,899.95;2,225.29;373,640,813
Jul 7, 2020;2,790.86;2,799.95;2,754.50;2,754.50;2,113.68;228,112,810
Jul 6, 2020;2,790.86;2,818.13;2,754.50;2,763.59;2,120.66;148,148,028
Jul 3, 2020;2,781.77;2,809.04;2,763.59;2,772.68;2,127.63;54,421,019
Jul 2, 2020;2,809.04;2,809.04;2,763.59;2,781.77;2,134.61;186,436,280
Jul 1, 2020;2,763.59;2,790.86;2,754.50;2,781.77;2,134.61;111,421,694
Jun 30, 2020;2,790.86;2,827.22;2,754.50;2,754.50;2,113.68;147,418,716
Jun 29, 2020;2,763.59;2,781.77;2,709.04;2,763.59;2,120.66;130,693,147
Jun 26, 2020;2,818.13;2,836.31;2,745.41;2,754.50;2,113.68;162,039,618
Jun 25, 2020;2,818.13;2,827.22;2,763.59;2,781.77;2,134.61;174,033,235
Jun 24, 2020;2,772.68;2,854.50;2,736.32;2,836.31;2,176.46;339,338,591
Jun 23, 2020;2,745.41;2,781.77;2,709.04;2,736.32;2,099.73;188,566,907
Jun 22, 2020;2,818.13;2,827.22;2,754.50;2,781.77;2,134.61;104,916,512
Jun 19, 2020;2,799.95;2,827.22;2,781.77;2,818.13;2,162.51;183,669,732
Jun 18, 2020;2,772.68;2,836.31;2,763.59;2,772.68;2,127.63;144,039,347
Jun 17, 2020;2,909.04;2,909.04;2,799.95;2,818.13;2,162.51;240,003,025
Jun 16, 2020;2,699.95;2,863.59;2,690.86;2,845.41;2,183.44;372,556,634
Jun 15, 2020;2,763.59;2,772.68;2,627.23;2,636.32;2,022.99;253,847,754
Jun 12, 2020;2,636.32;2,763.59;2,545.41;2,754.50;2,113.68;519,350,210
Jun 11, 2020;2,845.41;2,845.41;2,636.32;2,699.95;2,071.82;409,589,324
Jun 10, 2020;2,890.86;2,890.86;2,727.23;2,754.50;2,113.68;487,562,851
Jun 9, 2020;3,045.40;3,054.49;2,918.13;2,918.13;2,239.24;279,951,975
Jun 8, 2020;2,890.86;3,063.58;2,881.77;2,999.95;2,302.03;422,772,612
Jun 5, 2020;2,790.86;2,845.41;2,690.86;2,827.22;2,169.49;294,137,820
Jun 4, 2020;2,836.31;2,909.04;2,754.50;2,781.77;2,134.61;275,162,272
Jun 3, 2020;2,909.04;2,981.77;2,736.32;2,818.13;2,162.51;481,917,223
Jun 2, 2020;2,681.77;2,990.86;2,681.77;2,890.86;2,218.32;514,215,761
May 29, 2020;2,454.50;2,681.77;2,454.50;2,681.77;2,057.87;959,884,609
May 28, 2020;2,399.96;2,527.23;2,399.96;2,481.78;1,904.40;498,739,044
May 27, 2020;2,309.05;2,390.87;2,290.87;2,390.87;1,834.65;476,102,523
May 26, 2020;2,318.14;2,318.14;2,245.42;2,290.87;1,757.91;444,514,707
May 20, 2020;2,145.42;2,272.69;2,109.05;2,254.51;1,730.01;433,842,983
May 19, 2020;2,045.42;2,199.96;2,045.42;2,154.51;1,653.27;584,451,204
May 18, 2020;2,045.42;2,063.60;1,963.60;1,972.69;1,513.76;501,017,513
May 15, 2020;2,163.60;2,181.78;2,009.06;2,036.33;1,562.59;654,135,428
May 14, 2020;2,218.14;2,254.51;2,118.15;2,136.33;1,639.32;517,300,545
May 13, 2020;2,236.32;2,290.87;2,218.14;2,245.42;1,723.03;372,457,853
May 12, 2020;2,381.78;2,390.87;2,245.42;2,263.60;1,736.98;405,546,974
May 11, 2020;2,390.87;2,399.96;2,363.60;2,381.78;1,827.67;170,062,057
May 8, 2020;2,399.96;2,418.14;2,345.41;2,354.50;1,806.74;226,345,299
May 6, 2020;2,390.87;2,409.05;2,363.60;2,381.78;1,827.67;190,361,478
May 5, 2020;2,390.87;2,436.32;2,372.69;2,390.87;1,834.65;203,241,160
May 4, 2020;2,427.23;2,436.32;2,363.60;2,390.87;1,834.65;220,673,601
Apr 30, 2020;2,381.78;2,490.87;2,372.69;2,481.78;1,904.40;475,289,499
Apr 29, 2020;2,363.60;2,381.78;2,327.23;2,345.41;1,799.77;230,054,013
Apr 28, 2020;2,436.32;2,445.41;2,336.32;2,354.50;1,806.74;295,130,807
Apr 27, 2020;2,436.32;2,454.50;2,372.69;2,418.14;1,855.57;200,872,709
Apr 24, 2020;2,545.41;2,545.41;2,390.87;2,390.87;1,834.65;323,088,010
Apr 23, 2020;2,572.68;2,618.14;2,536.32;2,545.41;1,953.23;237,791,877
Apr 22, 2020;2,454.50;2,572.68;2,409.05;2,536.32;1,946.26;197,501,041
Apr 21, 2020;2,499.96;2,536.32;2,445.41;2,472.68;1,897.43;146,163,154
Apr 20, 2020;2,618.14;2,636.32;2,509.05;2,527.23;1,939.28;244,213,568
Apr 17, 2020;2,427.23;2,581.77;2,418.14;2,572.68;1,974.16;442,565,694
Apr 16, 2020;2,518.14;2,518.14;2,345.41;2,372.69;1,820.69;404,530,667
Apr 15, 2020;2,636.32;2,718.13;2,481.78;2,509.05;1,925.33;351,010,672
Apr 14, 2020;2,536.32;2,636.32;2,518.14;2,636.32;2,022.99;241,711,574
Apr 13, 2020;2,536.32;2,581.77;2,454.50;2,518.14;1,932.31;136,106,890
Apr 9, 2020;2,599.96;2,645.41;2,499.96;2,536.32;1,946.26;292,370,749
Apr 8, 2020;2,727.23;2,763.59;2,563.59;2,563.59;1,967.19;322,246,825
Apr 7, 2020;2,818.13;2,945.40;2,681.77;2,754.50;2,113.68;445,935,822
Apr 6, 2020;2,681.77;2,754.50;2,645.41;2,745.41;2,106.70;313,615,306
Apr 3, 2020;2,663.59;2,681.77;2,572.68;2,627.23;2,016.02;322,467,159
Apr 2, 2020;2,590.86;2,636.32;2,545.41;2,609.05;2,002.07;329,876,337
Apr 1, 2020;2,736.32;2,799.95;2,636.32;2,663.59;2,043.92;298,923,123
Mar 31, 2020;2,818.13;2,909.04;2,699.95;2,745.41;2,106.70;346,502,244
Mar 30, 2020;2,863.59;2,863.59;2,736.32;2,736.32;2,099.73;239,264,252
Mar 27, 2020;2,727.23;3,336.31;2,727.23;2,936.31;2,253.20;529,032,687
Mar 26, 2020;2,272.69;2,727.23;2,272.69;2,672.68;2,050.90;698,059,077
Mar 24, 2020;2,345.41;2,499.96;2,218.14;2,218.14;1,702.10;544,651,637
Mar 23, 2020;2,409.05;2,454.50;2,381.78;2,381.78;1,827.67;180,848,183
Mar 20, 2020;2,663.59;2,699.95;2,481.78;2,554.50;1,960.21;658,210,668
Mar 19, 2020;2,845.41;2,854.50;2,663.59;2,663.59;2,043.92;151,744,210
Mar 18, 2020;2,972.68;3,127.22;2,809.04;2,854.50;2,190.41;272,919,333
Mar 17, 2020;3,181.76;3,245.40;2,963.59;2,963.59;2,274.12;229,429,422
Mar 16, 2020;3,409.03;3,409.03;3,145.40;3,181.76;2,441.54;196,265,939
Mar 13, 2020;3,281.76;3,427.21;3,054.49;3,381.76;2,595.01;295,725,807
Mar 12, 2020;3,472.67;3,490.85;3,272.67;3,281.76;2,518.28;167,137,546
Mar 11, 2020;3,590.85;3,663.57;3,527.21;3,554.48;2,727.55;195,275,262
Mar 10, 2020;3,436.30;3,663.57;3,436.30;3,554.48;2,727.55;182,576,203
Mar 9, 2020;3,545.39;3,590.85;3,409.03;3,409.03;2,615.94;163,934,401
Mar 6, 2020;3,672.66;3,681.75;3,636.30;3,645.39;2,797.31;175,334,118
Mar 5, 2020;3,899.93;3,909.02;3,754.48;3,772.66;2,894.97;146,949,558
Mar 4, 2020;3,763.57;3,854.48;3,754.48;3,836.30;2,943.80;127,937,929
Mar 3, 2020;3,681.75;3,799.93;3,636.30;3,727.21;2,860.09;218,258,509
Mar 2, 2020;3,809.03;3,818.12;3,618.12;3,618.12;2,776.38;206,428,685
Feb 28, 2020;3,627.21;3,809.03;3,554.48;3,809.03;2,922.88;211,162,617
Feb 27, 2020;3,981.75;3,981.75;3,745.39;3,754.48;2,881.02;227,877,075
Feb 26, 2020;4,090.84;4,099.93;4,063.57;4,072.66;3,007.84;164,120,194
Feb 25, 2020;4,054.48;4,136.29;4,054.48;4,090.84;3,021.27;125,324,724
Feb 24, 2020;4,127.20;4,127.20;4,063.57;4,081.75;3,014.55;113,200,755
Feb 21, 2020;4,145.38;4,145.38;4,099.93;4,099.93;3,027.98;117,658,802
Feb 20, 2020;4,109.02;4,163.56;4,099.93;4,145.38;3,061.55;108,000,305
Feb 19, 2020;4,054.48;4,072.66;4,045.38;4,072.66;3,007.84;110,893,685
Feb 18, 2020;4,063.57;4,090.84;3,999.93;3,999.93;2,954.13;97,565,635
Feb 17, 2020;4,072.66;4,127.20;4,063.57;4,063.57;3,001.13;131,738,165
Feb 14, 2020;4,118.11;4,172.66;4,118.11;4,136.29;3,054.84;139,707,803
Feb 13, 2020;4,163.56;4,172.66;4,127.20;4,154.47;3,068.27;87,683,284
Feb 12, 2020;4,109.02;4,145.38;4,109.02;4,118.11;3,041.41;143,167,912
Feb 11, 2020;4,127.20;4,127.20;4,072.66;4,099.93;3,027.98;93,666,727
Feb 10, 2020;4,090.84;4,118.11;3,999.93;4,090.84;3,021.27;187,982,906
Feb 7, 2020;4,163.56;4,163.56;4,127.20;4,136.29;3,054.84;146,349,277
Feb 6, 2020;4,172.66;4,172.66;4,118.11;4,136.29;3,054.84;104,342,852
Feb 5, 2020;4,154.47;4,163.56;4,099.93;4,145.38;3,061.55;100,395,764
Feb 4, 2020;4,263.56;4,263.56;4,109.02;4,145.38;3,061.55;123,617,275
Feb 3, 2020;4,054.48;4,081.75;4,045.38;4,054.48;2,994.41;144,745,560
Jan 31, 2020;4,154.47;4,163.56;4,054.48;4,054.48;2,994.41;150,763,654
Jan 30, 2020;4,272.65;4,272.65;4,163.56;4,163.56;3,074.98;96,500,596
Jan 29, 2020;4,199.93;4,236.29;4,181.75;4,199.93;3,101.84;214,362,682
Jan 28, 2020;4,163.56;4,218.11;4,154.47;4,199.93;3,101.84;104,935,872
Jan 27, 2020;4,272.65;4,272.65;4,218.11;4,227.20;3,121.98;103,076,840
Jan 24, 2020;4,299.93;4,318.11;4,254.47;4,309.02;3,182.40;105,620,964
Jan 23, 2020;4,290.83;4,327.20;4,263.56;4,309.02;3,182.40;153,849,977
Jan 22, 2020;4,254.47;4,281.74;4,245.38;4,281.74;3,162.26;90,609,115
Jan 21, 2020;4,245.38;4,254.47;4,218.11;4,245.38;3,135.41;81,224,962
Jan 20, 2020;4,263.56;4,263.56;4,209.02;4,236.29;3,128.69;90,022,804
Jan 17, 2020;4,199.93;4,218.11;4,181.75;4,209.02;3,108.55;133,295,352
Jan 16, 2020;4,154.47;4,172.66;4,099.93;4,154.47;3,068.27;147,387,255
Jan 15, 2020;4,154.47;4,163.56;4,118.11;4,163.56;3,074.98;112,825,318
Jan 14, 2020;4,127.20;4,181.75;4,109.02;4,154.47;3,068.27;174,258,629
Jan 13, 2020;4,027.20;4,099.93;4,018.11;4,099.93;3,027.98;122,488,655
Jan 10, 2020;4,027.20;4,027.20;3,990.84;4,009.02;2,960.84;137,292,491
Jan 9, 2020;3,999.93;4,018.11;3,972.66;3,999.93;2,954.13;79,280,569
Jan 8, 2020;3,981.75;3,999.93;3,945.39;3,981.75;2,940.70;188,929,583
Jan 7, 2020;4,009.02;4,009.02;3,981.75;3,999.93;2,954.13;114,344,885
Jan 6, 2020;3,963.57;3,990.84;3,927.20;3,972.66;2,933.99;48,648,450
Jan 3, 2020;4,018.11;4,036.29;3,990.84;4,018.11;2,967.56;91,189,705
Jan 2, 2020;3,999.93;4,009.02;3,963.57;4,009.02;2,960.84;45,886,302
Dec 30, 2019;4,045.38;4,045.38;3,963.57;3,999.93;2,954.13;73,085,482
Dec 27, 2019;3,981.75;4,036.29;3,981.75;4,027.20;2,974.27;62,113,562
Dec 26, 2019;4,018.11;4,045.38;3,999.93;4,009.02;2,960.84;55,258,354
Dec 23, 2019;4,045.38;4,063.57;3,963.57;4,045.38;2,987.70;135,606,712
Dec 20, 2019;3,954.48;3,972.66;3,927.20;3,963.57;2,927.27;171,838,258
Dec 19, 2019;3,954.48;3,972.66;3,927.20;3,954.48;2,920.56;103,421,146
Dec 18, 2019;3,981.75;3,999.93;3,954.48;3,999.93;2,954.13;174,183,278
Dec 17, 2019;3,963.57;3,963.57;3,909.02;3,954.48;2,920.56;155,154,269
Dec 16, 2019;3,909.02;3,954.48;3,899.93;3,936.30;2,907.13;196,854,450
Dec 13, 2019;3,890.84;3,899.93;3,854.48;3,890.84;2,873.56;184,381,444
Dec 12, 2019;3,845.39;3,881.75;3,827.21;3,863.57;2,853.42;138,108,485
Dec 11, 2019;3,809.03;3,827.21;3,781.75;3,827.21;2,826.56;69,260,056
Dec 10, 2019;3,763.57;3,799.93;3,754.48;3,790.84;2,799.71;88,013,950
Dec 9, 2019;3,809.03;3,827.21;3,772.66;3,799.93;2,806.42;52,623,808
Dec 6, 2019;3,863.57;3,863.57;3,790.84;3,790.84;2,799.71;73,924,136
Dec 5, 2019;3,818.12;3,845.39;3,790.84;3,836.30;2,833.28;80,063,892
Dec 4, 2019;3,818.12;3,818.12;3,745.39;3,754.48;2,772.85;55,684,281
Dec 3, 2019;3,827.21;3,836.30;3,781.75;3,790.84;2,799.71;48,090,300
Dec 2, 2019;3,772.66;3,827.21;3,745.39;3,827.21;2,826.56;60,937,642
Nov 29, 2019;3,690.85;3,745.39;3,645.39;3,718.12;2,746.00;70,620,339
Nov 28, 2019;3,754.48;3,790.84;3,681.75;3,681.75;2,719.14;67,893,172
Nov 27, 2019;3,727.21;3,827.21;3,727.21;3,790.84;2,799.71;72,910,799
Nov 26, 2019;3,772.66;3,799.93;3,727.21;3,772.66;2,786.28;244,288,809
Nov 25, 2019;3,772.66;3,799.93;3,745.39;3,754.48;2,772.85;62,254,255
Nov 22, 2019;3,845.39;3,863.57;3,781.75;3,827.21;2,826.56;82,167,459
Nov 21, 2019;3,818.12;3,845.39;3,763.57;3,836.30;2,833.28;125,613,039
Nov 20, 2019;3,790.84;3,872.66;3,772.66;3,836.30;2,833.28;170,292,181
Nov 19, 2019;3,772.66;3,809.03;3,709.03;3,809.03;2,813.14;155,302,002
Nov 18, 2019;3,718.12;3,763.57;3,681.75;3,745.39;2,766.14;102,464,019
Nov 15, 2019;3,636.30;3,727.21;3,599.94;3,718.12;2,746.00;134,210,348
Nov 14, 2019;3,590.85;3,609.03;3,545.39;3,581.76;2,645.29;129,874,843
Nov 13, 2019;3,636.30;3,645.39;3,563.57;3,599.94;2,658.72;165,100,201
Nov 12, 2019;3,636.30;3,663.57;3,618.12;3,636.30;2,685.57;120,754,695
Nov 11, 2019;3,590.85;3,636.30;3,590.85;3,636.30;2,685.57;125,489,617
Nov 8, 2019;3,645.39;3,663.57;3,618.12;3,627.21;2,678.86;148,082,467
Nov 7, 2019;3,781.75;3,781.75;3,599.94;3,636.30;2,685.57;321,561,514
Nov 6, 2019;3,936.30;3,936.30;3,781.75;3,781.75;2,793.00;145,752,957
Nov 5, 2019;3,809.03;3,909.02;3,790.84;3,909.02;2,886.99;145,802,018
Nov 4, 2019;3,799.93;3,827.21;3,772.66;3,781.75;2,793.00;55,300,375
Nov 1, 2019;3,836.30;3,836.30;3,772.66;3,799.93;2,806.42;69,610,742
Oct 31, 2019;3,827.21;3,854.48;3,781.75;3,827.21;2,826.56;83,146,256
Oct 30, 2019;3,872.66;3,872.66;3,809.03;3,863.57;2,853.42;52,187,101
Oct 29, 2019;3,854.48;3,863.57;3,799.93;3,845.39;2,839.99;90,745,077
Oct 28, 2019;3,845.39;3,872.66;3,836.30;3,845.39;2,839.99;42,188,588
Oct 25, 2019;3,909.02;3,927.20;3,836.30;3,845.39;2,839.99;123,528,393
Oct 24, 2019;3,799.93;3,909.02;3,799.93;3,909.02;2,886.99;172,727,403
Oct 23, 2019;3,772.66;3,799.93;3,709.03;3,799.93;2,806.42;139,892,606
Oct 22, 2019;3,709.03;3,763.57;3,699.94;3,763.57;2,779.57;90,846,609
Oct 21, 2019;3,790.84;3,809.03;3,736.30;3,745.39;2,766.14;89,234,971
Oct 18, 2019;3,681.75;3,809.03;3,681.75;3,790.84;2,799.71;113,976,708
Oct 17, 2019;3,636.30;3,681.75;3,627.21;3,681.75;2,719.14;115,003,686
Oct 16, 2019;3,599.94;3,627.21;3,581.76;3,627.21;2,678.86;90,212,558
Oct 15, 2019;3,609.03;3,609.03;3,536.30;3,581.76;2,645.29;140,902,423
Oct 14, 2019;3,590.85;3,618.12;3,554.48;3,563.57;2,631.86;120,763,165
Oct 11, 2019;3,590.85;3,599.94;3,554.48;3,563.57;2,631.86;112,429,201
Oct 10, 2019;3,609.03;3,627.21;3,527.21;3,536.30;2,611.72;118,644,859
Oct 9, 2019;3,590.85;3,627.21;3,563.57;3,599.94;2,658.72;129,617,548
Oct 8, 2019;3,599.94;3,599.94;3,536.30;3,572.67;2,638.57;131,777,876
Oct 7, 2019;3,609.03;3,627.21;3,509.03;3,545.39;2,618.43;139,378,677
Oct 4, 2019;3,527.21;3,599.94;3,509.03;3,590.85;2,652.00;103,236,563
Oct 3, 2019;3,518.12;3,536.30;3,463.58;3,463.58;2,558.01;195,391,424
Oct 2, 2019;3,681.75;3,718.12;3,563.57;3,572.67;2,638.57;182,983,980
Oct 1, 2019;3,745.39;3,754.48;3,699.94;3,699.94;2,732.57;87,507,501
Sep 30, 2019;3,818.12;3,818.12;3,736.30;3,745.39;2,766.14;83,981,500
Sep 27, 2019;3,827.21;3,827.21;3,781.75;3,799.93;2,806.42;63,434,135
Sep 26, 2019;3,736.30;3,827.21;3,727.21;3,827.21;2,826.56;88,134,402
Sep 25, 2019;3,699.94;3,745.39;3,654.48;3,709.03;2,739.28;91,472,409
Sep 24, 2019;3,781.75;3,781.75;3,736.30;3,736.30;2,759.43;104,585,626
Sep 23, 2019;3,781.75;3,818.12;3,781.75;3,799.93;2,806.42;93,391,943
Sep 20, 2019;3,818.12;3,836.30;3,754.48;3,781.75;2,793.00;239,258,752
Sep 19, 2019;3,818.12;3,845.39;3,818.12;3,836.30;2,833.28;101,320,660
Sep 18, 2019;3,854.48;3,872.66;3,827.21;3,854.48;2,846.71;84,048,931
Sep 17, 2019;3,781.75;3,863.57;3,754.48;3,863.57;2,853.42;117,840,195
Sep 16, 2019;3,899.93;3,899.93;3,727.21;3,809.03;2,813.14;145,880,779
Sep 13, 2019;3,927.20;3,927.20;3,890.84;3,918.11;2,893.70;61,703,145
Sep 12, 2019;3,909.02;3,954.48;3,881.75;3,890.84;2,873.56;95,813,194
Sep 11, 2019;3,772.66;3,872.66;3,772.66;3,863.57;2,853.42;125,741,191
