Nama_Kota;Tahun;DBH_PAJAK;DBH_SDA;DA_Grant;DAK_Fisik;DAK_Nonfisik;DID_Reguler;bp_PU;bbj_PU;bm_PU;bl_PU;bl_KK;bbj_KK;bm_KK;bl_KK;bp_EK0;bbj_EKO;bm_EKO;bl_EKO;bp_PLH;bbj_PLH;bm_PLH;bl_PLH;bp_PFUM;bjj_PFUM;bm_PFUM;bl_PFUM;bp_KES;bjj_KES;bm_KES;bl_KES;bp_PAR;bjj_PAR;bm_PAR;bl_PAR;bp_PEND;bjj_PEND;bm_PEND;bl_PEND;bp_PSOS;bjj_PSOS;bm_PSOS;bl_PSOS
Kota Solok;2017;13303359398;1315780215;398106262000;40613029800;21094782040;47454743000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Solok;2018;9946771572;1455782349;398106262000;43888798717;28079648577;9500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Solok;2019;8069793945;1824186055;413167121000;57668296845;30441621455;21540682000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Solok;2020;9238826691;1948737961;376130341000;22604314963;30518815000;30460206000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Solok;2021;14142721252;3294106554;369336357000;37780402698;33747173800;9206716000;73108221293;75589997880;7316842970;864680093;8247352224;13397165821;160426000;8247352224;17344211779;26688163372;43857538972;6378570199;7938293592;5659358109;497380600;0;3069304987;1701550380;10000724266;2350000000;36572649494;45653489405;15053183899;549699705;2756719823;2738089520;1981016963;0;91940794297;33417367528;9572444129;4809482694;10321481151;6361126247;326039000;0
Kota Solok;2022;13327482453;4852448263;369336357000;27199217536;40420531879;7213458000;68944949250;80878018168;2283237084;3567236860;8778869113;10864541085;101589000;8778869113;;36523204864;72181395590;90000000;3672296049;13847763452;1143238161;0;8393615110;9482386070;6652788080;0;41131963238;34134351657;3818393151;402291610;3161643101;3180036122;2690332715;0;94678821640;30728010988;10209903532;5532212271;6157196578;5696423322;189445000;0
Kota Solok;2023;8681404000;3439749000;305717182000;10732648707;47040886960;20752894000;65141337972;80110146987;5171766000;10713594287;8521226602;9106714009;358990599;8521226602;23646994928;39235398796;101199189450;276238226;3395806190;13967823010;952150017;0;8286929055;8474804334;6477187338;0;41320547218;32673297085;12036199073;500000000;3063178536;3545746783;124110000;0;90318712472;28734765849;12627903758;5798063236;5695089327;4279321481;54200000;0
Kota Solok;2024;6289986000;2019717000;365177601000;19799744550;44915679233;15375053000;70584819702;76463496866;2079581430;16746162887;9414293115;8774123300;229107129;9414293115;27102763504;32544487696;31593610429;15660000;4011142413;12533490813;1047706000;0;9567687983;8524612266;5528532411;0;50037521319;40870274162;16946124265;698804755;3607947206;2500275333;900000;0;98342689443;29869796341;20025821672;5563498770;6730710000;2658945438;86473800;0
Kota Pariaman;2014;14452668504;2114997363;386256228000;38438430000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pariaman;2015;12354618800;1849915709;389745497000;49605640000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pariaman;2016;14206365778;773462839;422666213000;74063073954;22675323000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pariaman;2017;14498137756;1315740597;415241327000;50474764247;35105886907;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pariaman;2018;10128371761;1460532178;415241327000;41131017409;41965917198;8500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pariaman;2019;8149138478;1824173950;428104412000;50155779583;39854829060;22621066000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pariaman;2020;10070963457;1948740261;389252498000;45195271557;41971259280;26795066000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pariaman;2021;14301231184;3294047404;382767313000;34095060379;43850740135;7148713000;63541111005;55341862573;7881849455;96857028961;9125464190;10743636604;268845000;9125464190;21515608627;26956086617;37556657385;1654925600;4739466115;14129243433;226714000;0;6409108745;2951317669;5376342664;980000000;46030672082;36411936357;9624789519;0;0;0;0;0;107884301067;24602135377;8366481344;2436584728;7080660441;4077306105;402462000;4500000
Kota Pariaman;2022;12603366858;4852448263;382767313000;31604833631;54512451792;8914775000;67501502443;62655140284;4122453796;87384049995;7999220755;7214207740;50463000;7999220755;;24623322184;42053540861;1241329850;119763120;11231171170;356813573;0;12072111836;13363460251;3180276244;0;55090781445;28645276684;3605528654;337362950;7500000;2791808312;47902400;0;109622373379;21219866257;7718730607;1909962050;4863685276;2219143914;180449450;0
Kota Pariaman;2023;6243342000;3468958000;333752022000;30681315075;62073158339;6012923000;61152296850;59520881622;2756301229;97045707050;7515238244;8524132226;177252800;7515238244;23421917049;26448947420;29699634934;0;29680000;12105102576;335831097;0;11639384181;7488813319;1476379000;0;60213144272;30592254302;9130551358;280970744;73540000;2705532864;1032442883;0;108116601475;23839948915;18665990753;6984666682;4554563943;3107530072;528776431;0
Kota Pariaman;2024;4939733000;2028046000;374419331000;34147923493;60968784329;0;64644822030;45926795686;1184959500;102948435797;8182875196;9006687887;27078925;8182875196;27055362156;20834524948;16634868794;0;31500000;12454829496;1534055600;0;12949045433;10805366596;4785932940;0;72700731564;33382743363;27818525609;200000000;3575652866;1656144354;803369624;0;120450737856;27513434980;5807577567;7224273099;5397657010;2478895665;84100000;0
Kota Dumai;2014;47181668500;497441677823;359840493000;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Dumai;2015;40459077650;199109990637;343254509000;4486572000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Dumai;2016;52721434468;163394153642;406116504000;55284991898;39153462875;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Dumai;2017;59743168147;145518428453;408643780000;107041407132;55499726521;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Dumai;2018;58145053156;158526075439;427188089000;101119543037;65211730418;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Dumai;2019;57665403597;158673158620;465621378000;129854185215;65593618440;21467529000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Dumai;2020;47191662962;197525362203;424090440000;132414298524;71530956878;45719565000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Dumai;2021;74251337453;84027773437;429427931000;92602935776;69310905000;31603245000;139141753654;99718798698;25504118404;11921476757;12054144949;8183066062;3282991250;12054144949;36798673852;47930361272;12339290660;1216098150;4735894605;15244183565;711187762;0;11429164770;47452270105;47251647076;23088088951;138776796360;171589413427;71173312756;600000000;0;0;0;0;234142334491;82614142844;38408720094;5291450000;10782078391;8966575803;1147061750;155000000
Kota Dumai;2022;69249079554;138110384692;429554051000;61389147488;116193472160;20360896000;143204742913;115230505777;14357352760;12632494880;12413836551;6921074500;6251755892;12413836551;;114713137812;118815830221;12602199024;4575258409;21904671516;10395315600;0;11025027458;17292452319;20595325024;9744000000;192360249889;211678298290;50972780155;200000000;0;3751752893;2786988133;0;236650185043;64172313565;36026588926;1877097182;7664507014;4334228316;0;459600000
Kota Dumai;2023;90318989000;438934918000;340058497000;47075071699;131896126535;46474391000;157178727331;170909161370;24030280619;35807451628;13609664648;11785826832;2871538550;13609664648;43200377156;168250034882;308833980126;20527992077;4337331773;26887549029;18951250627;0;11402347453;14193668936;21657984581;0;169484678712;200654382675;63661678667;550000000;0;7412081529;3249987591;0;269292009736;92469722921;50961423614;16645261322;8481731036;7685292061;194749000;2746450000
Kota Dumai;2024;77952636620;274774212000;400249895000;38187983525;136098235941;33591087000;164938284971;185279643436;26516707376;62044731402;16578476349;12657606948;269538474;16578476349;43805686410;120083858400;253183319781;9408864841;4393796438;22916366627;4541132139;0;14698120103;14525598564;31568364788;175000000;179875344529;162853045271;23183988543;625000000;0;899442464;1884780;0;293517163064;87029498771;30725152504;19817215550;8177560782;6154403850;186070418;8452800000
Kota Pekanbaru;2014;118084443249;490727482858;809987156000;34232573000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pekanbaru;2015;88958295150;195633097371;776411106000;24935100000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pekanbaru;2016;147947465623;161403784742;789341355000;67962816105;115146866400;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pekanbaru;2017;120049175746;143317272436;784376941000;55143141200;150018094457;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pekanbaru;2018;109210648782;156957018140;798138148000;42894974327;170036955254;27250000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pekanbaru;2019;76044553624;157062826525;862694427000;74083089605;166748347855;12179366000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pekanbaru;2020;112931207545;195631691359;810814967000;31819651162;164478941524;53718433000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pekanbaru;2021;158475020671;80979157178;800145136000;81152542747;178645610000;22238212000;209765742148;271655462552;36341027824;38424034240;21889176972;42740611645;2279872300;21889176972;40720002457;162311243194;16340572035;6000000;8515483904;107011502320;19947490366;0;13541459601;119803799127;229676171597;0;116992500249;109168375969;33211622880;483870650;4169772612;2062358245;99866000;0;434183369696;157373997873;77436363950;12313104000;14993798281;13272271566;661776500;99600000
Kota Pekanbaru;2022;143236050645;135889260688;800145136000;55839140812;290802076423;0;252825012384;342531227856;53378724917;7693517443;20451318683;39378015153;4946371000;20451318683;;305343599437;72699304213;7283227572;10406195127;139031639304;30954715903;0;14414932573;34835626384;97605535038;0;143995857666;132271929268;22675002996;500000000;4693441630;1206445176;151022250;0;395545693685;172551811841;45816674460;66549236330;8716277387;6945649609;108635200;114000000
Kota Pekanbaru;2023;182652837000;146213516300;696249267000;32786713679;313908195065;19178601000;249419855044;510457219771;22337265600;42663387457;20078095408;40165159318;4501480200;20078095408;55821705712;403870696720;47107383361;1115804147;10207766718;113370372737;6663092444;0;14403532445;64020855740;124342605800;0;148332762527;150395826105;26316334117;500000000;4649600348;2817315650;87780000;0;406302344577;162197885207;101199689574;69816027580;8540511058;12342225479;125888900;122200000
Kota Pekanbaru;2024;153986435130;82469644000;877551186000;78876438132;323160718378;10358708500;256286580844;426456341077;26360573809;68084173081;20459507223;39264484315;4631394864;20459507223;56443985072;360191875648;58073474555;258180000;10625505797;118867314461;4012657610;0;15268364581;82784320964;54156936884;0;157548876745;133545259458;80712261691;650000000;4575212747;2840092652;0;0;460551997075;158797284784;67031619035;72892844306;8463255467;10939096272;275390000;126100000
Kota Jambi;2014;54437755664;69165677557;678620172000;50248330000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jambi;2015;48263152500;35079770868;668201807000;107133110000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jambi;2016;69965791462;38226475638;727564344000;218399352675;129476999100;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jambi;2017;77208962710;41004971833;714783378000;90039442310;99846351294;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jambi;2018;71783410324;46849999483;714783378000;148625649198;128672467086;18000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jambi;2019;64629121553;68559903341;759707231000;105450211622;119605857060;11291209000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jambi;2020;62421024387;38539994057;687484664000;125214919699;124896588182;37746049000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Jambi;2021;102193378243;41669613112;675288713000;103108694195;118275181000;40519528000;150898638572;148613313761;25322834455;11771427409;14004479925;14619748607;1335825723;14004479925;37925615041;31548973063;5298182118;401565000;18510296825;78753180044;334494326349;23781916100;4222879152;27219731259;5266854988;4068361182;145841912746;108684387687;68156909506;714312188;3109104149;3372155817;531455600;0;299589495484;82678570360;53538025265;14216339300;8844676455;8196705290;1861378005;1060215500
Kota Jambi;2022;86354912633;91016107337;675288713000;52522115729;176869071153;22192745000;155825695520;185691000957;27594589357;15791276333;11588158763;15486061831;1849689043;11588158763;;62795186519;197316063787;7529911000;8623787401;46149742581;10951350270;0;15016893422;35233704984;59948402427;560000000;157303783650;89786204840;27856456007;543113515;3470708261;3989759756;368457199;0;263674621499;88980615671;42199263258;35429736890;4386740376;7375639673;544811900;1123204500
Kota Jambi;2023;83958887000;52715100000;557054785000;46258109474;181596739254;5918541000;157832688998;190273629400;27257102699;27901314032;11677485539;15347529653;1735599160;11677485539;35638121999;62215897417;256165024179;4622947872;8037634306;46481021635;5507008355;0;14672676122;36642588814;62262960900;1480000000;154506856067;85199539048;80370344335;953200000;0;2245728016;1941300;0;243524584353;96144145771;31224217805;41829073264;7756573697;8141904690;871984455;1589139390
Kota Jambi;2024;73231507000;34149781000;637384496000;46839961290;187767067379;11796475000;248440850617;210345675413;36750263276;32658421168;14827443744;17169755737;3237128006;14827443744;35881032292;55584691847;238467094202;21404368644;8246107624;46535561499;10274561960;0;13856466766;34674469140;10363494861;1620000000;168262785728;101197697302;56737915287;865363719;0;1658856747;1595000;0;259026508555;65231356369;49648453460;40186341519;7468438727;6154936166;1546300052;2139578000
Kota Sungai Penuh;2014;9147709388;62398686212;365298130000;27039360000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Sungai Penuh;2015;9903640800;32023143170;370113129000;40221070000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Sungai Penuh;2016;12551390548;37216096264;425686742000;86536484845;33246232530;5000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Sungai Penuh;2017;13936241765;40652591074;419516054000;52516340307;37852480310;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Sungai Penuh;2018;10225436129;46495322113;422532652000;44055891299;48294707080;17750000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Sungai Penuh;2019;9942524805;48787074703;452442853000;58839614472;48022254935;44139667000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Sungai Penuh;2020;9703426803;57669262708;412574295000;49129505013;48636153000;35043462000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Sungai Penuh;2021;14140305713;42252542631;405067761000;42862279082;52850183055;31312186000;62486853690;62014585005;7828459774;106098676314;9203636127;12355136723;954355760;9203636127;28980498007;31201486139;120929542616;245488884;9615226896;13382200703;5136775445;0;2676840565;6371971554;4098159545;0;46586229106;79993663223;9234719204;0;0;0;0;0;123893179565;20495327971;20364355326;4076010391;9177626682;5422083216;277831150;200000000
Kota Sungai Penuh;2022;13363103605;89279085391;405067761000;39456411602;55594400526;13564481000;72961181718;117900145861;14997768428;106177155950;7584711856;9366795358;465160268;7584711856;;30991016573;70730940413;1965743810;3721907707;13370155574;15157940101;0;8946237267;9063910046;10236209997;0;65056785552;29078581075;18286884053;0;4500000;854274854;0;0;117001635651;13708464049;10011116156;3794261060;4834469221;3954232064;244721000;0
Kota Sungai Penuh;2023;12638144700;51311072000;352268055000;41081776282;61396145575;10400931000;70605557599;79541131976;4695367837;109603230744;7445494337;9521669630;246846410;7445494337;30468140107;30079894175;88731822618;136250000;3548375044;12024670369;5724363145;0;8883287538;7718037347;2084691766;0;70393585727;70499524462;15995878278;0;0;935209094;0;0;113182317944;17383248302;11886106821;8696766738;4826726072;3589256834;253146000;0
Kota Sungai Penuh;2024;10757137000;36467949000;374982435000;29632981639;59376747216;7085261000;73927213063;62188563652;4673272100;118079388060;7694812408;8377756880;253953200;7694812408;29698348753;22980652787;77706367320;100000000;3566947141;8592734874;7099128544;0;9874097571;8725661637;18278771215;0;94905421276;64579902381;6241672511;0;0;255326599;334559848;0;123625449994;27743362911;15004520365;5397363000;5133944116;5301634838;94750000;0
Kota Palembang;2014;97709404655;196805369187;1203662453000;49542278000;0;22858970000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Palembang;2015;72151259150;96888502350;1210604984000;82180080000;0;2000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Palembang;2016;217091658535;86422086204;1292124896000;141619707065;245564264000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Palembang;2017;124561291427;108730914731;1269426417000;161187492084;270104316869;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Palembang;2018;122359289780;116882059110;1269426417000;158891313917;323008909719;25250000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Palembang;2019;98680375169;125142704050;1357511167000;113732772064;292471306744;61655874000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Palembang;2020;112592422517;167821519694;1226620875000;172424111195;285614834034;38443326000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Palembang;2021;141940422052;89834426404;1207730107000;117689886014;276343470683;8153205000;352763975601;253635819848;25031262619;18434251920;54464259443;37541232338;2845830300;54464259443;80543794788;140477881374;424377543536;19783589035;35621817124;89166450224;108664260013;8796656909;10877017810;123316743712;74307477846;1852574918;186022855547;387189061469;39604981197;920078965;7179331222;5900936992;470455800;0;653525387915;218121525810;120768184666;19903193319;21505080714;17184798315;2753609200;178661735
Kota Palembang;2022;142287605619;205994692895;1207730107000;68044519129;430669438662;8972792000;408096335733;319605410852;70750234440;12407878711;63674271235;40109454144;2504577000;63674271235;;127154114353;464176300874;16462179226;16410049685;71309627753;210770328683;4230000000;38112072435;137797061695;221337499883;992012000;216810228047;370169816681;51469044617;934203674;8318229967;6792473549;327098500;0;592139545467;309036371260;85426653650;16507753592;13533113819;10771902011;463861300;0
Kota Palembang;2023;149279220000;204622545000;833344040000;74457669075;456145173454;11929501000;634403813620;526158370018;63136915493;58603513771;51941718682;34883015288;7242502526;51941718682;95971186306;128499221398;481468331351;16431476829;16149371040;80749536272;105197652723;0;35536871542;167043025448;161180049391;154407750;194062085349;208533160047;133003215590;1117089247;7200381205;6401431498;920966660;0;483469292363;114980105157;157037194087;78724519658;12676490733;12430656340;2425025129;0
Kota Palembang;2024;131689246000;147254370000;1282601162000;82310765943;460119352220;0;470416791744;371317377045;108674099736;97873869318;61847597027;49722452176;27364583143;61847597027;113047434768;129940656190;547725349745;18251967491;19575715563;83085546490;58788481180;0;42176531898;170840072291;164706652890;152427250;261740898752;337758794536;75777031298;739044357;8536419803;7842217550;793271600;0;786805452523;234758698053;264400690444;70326485134;15679473763;11918017202;2664391315;0
Kota Prabumulih;2014;62965518323;216863742566;383313715000;32536350000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Prabumulih;2015;67469406050;105437255589;406701018000;41297830000;0;3000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Prabumulih;2016;76282164657;101548461545;414173572000;99841271374;57830786500;5000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Prabumulih;2017;96147741440;118643163129;412228943000;48405388012;36682881980;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Prabumulih;2018;100947039667;123031546418;416312645000;41665225143;56115380256;17000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Prabumulih;2019;117083017456;192451192499;441352435000;61793538798;53343484440;20377462000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Prabumulih;2020;73597425102;124537149282;399247165000;61544653741;58475952000;26680256000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Prabumulih;2021;184343243202;88343919786;392368815000;47237439269;56716694640;28549395000;157465409232;91991470461;5968028964;5364887909;6867073739;4329042392;365475685;6867073739;24681616293;34420767131;84364726388;36298464137;8633745029;10979908790;4520298800;0;2800073222;15121221204;27829691669;0;96142213623;75964439399;14575986638;350000000;0;0;0;0;146702631663;29352099781;32076429623;2364771848;8669847048;14546979430;182900000;2000880000
Kota Prabumulih;2022;126480212061;218341620769;392368815000;32197650822;79340755530;6249357000;179628831212;106438282376;6685265170;43975108596;4192417857;4031686590;49741000;4192417857;;24562187335;83858019485;3560416000;2380421670;8159294749;5516024700;0;8953481288;47013074587;44334074772;0;96103387914;83483188370;7096764543;350000000;0;192013000;0;0;134567656419;32508205260;20204081103;1949007026;2292254131;11876808685;489185000;3033620000
Kota Prabumulih;2023;124843420000;232770767000;289040851000;30966215433;87883263462;6057097000;188138477814;116674455903;19694194382;56750994172;6338851855;6845937316;18550053000;6338851855;28155808438;32031498029;123000270269;5468614000;2372125983;10185055028;1057781881;0;8569202223;32481931818;8168259838;0;97053431522;85852653290;37113596695;200000000;0;157600000;0;0;125555169546;25544284434;25858105992;1438204544;2130717083;11756902541;45600000;420480000
Kota Prabumulih;2024;107742453000;171240302000;380959019000;19417261151;82570232744;20112860000;210026357409;102689811479;18929350445;77751283480;4968305219;5685395554;2727803092;4968305219;32158945187;23001994152;157571734820;2750404700;2756854725;8452812949;1900096002;0;10174491152;17656435004;18071224400;1692200000;111221397091;107473454114;23857561757;0;0;41324000;0;0;169428027710;36828711143;27473175480;1698671177;2503174734;12478085169;520832500;258720000
Kota Pagar Alam;2014;18699250471;196854334935;354727429000;36716820000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pagar Alam;2015;15137680550;96908919250;351582212000;56398080000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pagar Alam;2016;18220037473;86565800014;390188364000;101665284392;28838275000;39341234000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pagar Alam;2017;16713335576;108893357573;387411982000;144404405000;33773464020;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pagar Alam;2018;12295658249;118259747872;391943478000;73285047396;40533801866;8000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pagar Alam;2019;10535214600;125170001301;415074581000;58141347070;39149027500;12184320000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pagar Alam;2020;11738984040;168028480878;372566430000;55614487657;40320271000;10557416000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Pagar Alam;2021;17434004370;90845646197;365676108000;43684893818;41088074340;12314768000;80629290997;95608504760;4053605194;5633153251;5727585330;8524515121;89332900;5727585330;18476451051;47564612268;101402681147;3002725818;7235692283;14285668206;1407709295;0;2677651764;8207577027;44286521333;0;53189016142;52667002952;12632607253;3900000;2603190464;6296192946;4491456413;0;106461931743;20144598309;11498630749;3237288144;5983237192;3863517938;380347640;0
Kota Pagar Alam;2022;15756712272;208337123608;365676108000;76696878343;56758146384;38155519000;85258707726;122372112866;5829260297;3487601179;4230195549;10023115780;1040785836;4230195549;;51522614951;136723634943;7058212335;2541468828;8309475757;4239358100;0;6905727323;13863273620;71406106892;0;59507866065;54402766094;41392238717;0;2655932230;7026304212;1406787703;0;106052502036;22415797133;22642755869;4483950151;1849726271;3642912294;435857684;0
Kota Pagar Alam;2023;29217896000;245075492000;283156691000;57759530766;64987356983;42519633000;85494363939;118108015177;11788764430;17445369039;4478313973;8789946256;1671152500;4478313973;23490405016;55146733795;131507837878;1426948631;2783375944;10052583842;1812105100;0;7799420417;13337605362;84851014868;0;68536130557;70813355493;54108340074;0;2655509787;7550672393;991008985;0;105835071000;25586664623;34416213088;4032100854;1857959306;4820265842;39549949;197460800
Kota Pagar Alam;2024;32611149000;201367276000;301920948000;23916324605;62096268858;6234476000;95366283244;115410532791;22315543761;28778516797;4726686760;11140530854;3400989000;4726686760;24564144199;77896035025;123365279067;1570000000;2637559824;10574199238;5949059279;0;10631469657;12133994627;65151107190;2328000000;79536688617;78682942399;12617729809;17100000;2786844453;6630301962;2553902000;0;117586661572;46558662371;32948205951;9443526783;1819413207;2190805048;258876493;0
Kota Lubuk Linggau;2014;25832812976;196805369187;414757867000;44038200000;0;2000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Lubuk Linggau;2015;16436448000;96888502350;415549771000;53515870000;0;3000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Lubuk Linggau;2016;25618253444;86422086204;446789308000;118800372127;51464565000;5000000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Lubuk Linggau;2017;20780120876;108730914731;444207307000;105328376670;47068935154;7500000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Lubuk Linggau;2018;15518389184;116882059110;449082849000;65833792842;58838026130;17750000000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Lubuk Linggau;2019;11117428649;125244815150;497399929000;88401188636;54639075800;11136466000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Lubuk Linggau;2020;15922839480;167821519694;450072853000;51702340922;63314834000;46150671000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Lubuk Linggau;2021;20686335612;89834426404;441802413000;57058049834;62606970000;24434975000;96642727568;85565766152;7860739538;5544264700;7342045954;8302959867;519350000;7342045954;24767913236;26210072160;256609029600;1042506900;8394870926;11273949740;459821000;0;2870958305;13772106224;29950066715;0;56988263041;60253169425;18930859448;100000000;2111529083;1876625924;387099700;0;141025651213;45530040397;16635673640;5337480000;6248481238;4600176840;41597500;604854552
Kota Lubuk Linggau;2022;18491908978;212000334149;441802413000;40545121203;88094211822;27740966000;108339304938;99533305026;8411620516;11091012113;6343599846;7659467992;134772000;6343599846;;70821938456;325768962628;11172459550;3554689490;11591323788;8421183959;0;7400339115;13362541988;47814609959;3375000000;58235684544;93066607947;19718564416;590971100;1976019524;2839719003;99610000;0;143520702638;24226003653;17788053609;23284030274;3510864233;2249272998;45550000;449859400
Kota Lubuk Linggau;2023;31412031000;152604042000;340340578000;23767652185;99657618693;12715141000;106258785376;118221550427;18778727369;28820799257;5928170373;7628605108;3500000;5928170373;25776551237;25520290493;145385947877;17712306335;2946248731;14602939274;4165217371;0;7267581986;14768377004;51614987811;200000000;58083117604;53479671828;14084042435;246000000;1748530096;4277900259;82050000;0;138225485133;33365766000;30075360400;14141560000;3696689760;2902860595;78995000;150000000
Kota Lubuk Linggau;2024;33333606000;106751423000;360451094000;24603843506;93350393233;10332043500;124830340588;117203923154;13040435536;38046651974;6465659769;8610419891;580725700;6465659769;28372930484;27011302860;220850855583;16070659740;2957457385;17608530655;14091027900;0;8509636647;16718689875;97232725379;2262263000;65058083824;70206366187;18060572634;98000000;1806000767;1686436347;17170000;0;136912265025;44862750182;31619348093;16448308589;4061554840;2887504770;72650000;199350000
Kota Bengkulu;2014;24354103284;9940836239;602742391000;38649960000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bengkulu;2015;17427084250;13958144306;610294533000;28003965000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Kota Bengkulu;2016;29286171964;5787880993;683389297000;71500117261;87972720000;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
