kabupaten,tahun,A_Pertanian_KP,B_Pertambangan,C_Industri_Pengolahan,D_Pengadaan_LG,E_Pengadaan_Air_dll,F_Konstruksi,G_Perdagangan_Besar_dll,H_Transportasi,I_Penyediaan_AkMamin,J_Infokom,K_Jasa_Keuangan,L_Real_Estate,M_N_Jasa_Perusahaan,O_Administrasi_Pem,P_Jasa_Pendidikan,Q_Jasa_KesSos,R_S_T_U_Jasa_Lain,PDRB,ipm,miskin,pertumbuhan,gini,unemploy,pop_ribujiwa,pdrb_perkap,pct_formal,pend_miskin,Pertumbuhan_Inklusif,Kategori_Inklusif
Luwu Utara,2016,3291.61,110.18,270.71,9.15,0.29,693.88,687.69,127.42,66.82,266.47,106.17,195.28,1.15,306.28,387.95,58.1,1.74,6580.9,67.81,14.36,7.49,0.41,2.6,305.46,32.02,32.66,43.75,0.5662,CUKUP INKLUSIF
Luwu Utara,2017,3444.79,120.5,294.94,9.69,0.31,794.68,781.35,139.54,73.98,289.71,105.38,212.04,1.25,322.22,425.54,63.33,1.91,7081.17,68.35,14.33,7.6,0.36,3.31,308.14,35.02,33.18,44.04,0.6103,CUKUP INKLUSIF
Luwu Utara,2018,3721.22,136.59,313.78,10.36,0.34,849.4,873.03,151.97,81.99,315.99,108.34,220.57,1.37,358.57,460.03,69.54,2.11,7675.2,68.79,13.69,8.39,0.36,3.87,310.74,38.65,21.26,42.43,0.6272,CUKUP INKLUSIF
Luwu Utara,2019,3806.79,148.52,367.85,11.15,0.37,968.45,989.07,174.22,92.49,350.72,111.64,233.81,1.55,395.61,488.5,78.09,2.37,8221.2,69.46,13.6,7.11,0.36,2.76,313.26,41.65,28.19,42.48,0.6151,CUKUP INKLUSIF
Luwu Utara,2020,3722.53,153.0,358.51,11.81,0.39,958.02,976.02,158.69,84.35,386.68,118.52,240.23,1.42,398.8,515.55,86.06,2.15,8172.74,69.57,13.41,-0.59,0.34,3.01,322.92,41.07,30.04,42.2,0.5139,CUKUP INKLUSIF
Luwu Utara,2021,3925.73,157.89,375.98,12.11,0.41,970.3,994.06,159.87,86.84,406.99,129.61,243.35,1.49,406.04,526.96,91.67,2.21,8491.5,70.02,13.59,3.9,0.34,3.91,325.99,44.2,26.08,43.15,0.5871,CUKUP INKLUSIF
Luwu Utara,2022,4061.19,155.71,380.33,12.67,0.44,1027.34,1041.14,177.95,92.96,451.03,129.31,247.37,1.58,433.01,569.35,93.31,2.26,8876.97,70.51,13.22,4.54,0.35,2.81,329.89,48.65,29.54,42.29,0.5948,CUKUP INKLUSIF
Luwu Utara,2023,4190.2,154.93,407.63,13.71,0.45,1202.19,1107.68,188.52,95.07,475.12,122.46,271.37,1.65,423.44,572.2,102.02,2.42,9331.06,71.34,12.66,5.12,0.34,2.63,333.78,53.45,25.14,40.79,0.6201,CUKUP INKLUSIF
Luwu Utara,2024,4417.66,159.1,442.18,14.32,0.46,1080.73,1195.8,203.43,105.11,511.31,129.79,287.8,1.71,451.77,615.82,112.65,2.81,9732.44,72.07,11.24,4.3,0.27,2.39,337.66,58.31,29.34,36.46,0.6668,INKLUSIF
Luwu Utara,2025,4618.46,172.07,461.27,14.75,0.5,1226.29,1265.51,222.8,111.07,537.54,151.08,303.88,1.8,481.95,640.97,119.66,3.03,10332.63,74.81,10.74,6.17,0.32,2.24,341.5,64.54,28.25,35.03,0.6887,INKLUSIF
Makassar,2010,392.43,2.68,12565.97,25.13,155.92,9263.53,11121.43,1583.73,1366.88,5733.2,2812.12,2177.98,668.2,2320.59,5379.6,1503.37,1483.7,58556.47,77.63,5.86,9.83,0.41,13.34,1338.66,43.61,59.94,78.7,0.7094,INKLUSIF
Makassar,2011,405.1,2.06,13403.46,27.07,170.92,9762.02,12782.73,1707.55,1499.53,6605.88,3424.4,2381.07,727.16,2524.97,5924.35,1653.97,1619.86,64622.1,77.82,5.29,10.36,0.42,8.41,1364.95,49.29,59.36,71.7,0.7123,INKLUSIF
Makassar,2012,403.24,1.56,14551.46,31.94,179.52,10900.01,13685.16,1845.41,1648.72,7762.9,3972.65,2597.28,785.08,2533.54,6420.88,1774.26,1757.42,70851.04,78.47,5.02,9.64,0.42,9.97,1387.03,56.24,58.77,69.9,0.7084,INKLUSIF
Makassar,2013,431.81,1.32,15759.79,33.66,193.6,12038.05,14556.07,1975.87,1779.09,8778.28,4312.83,2834.58,849.17,2567.85,7001.0,1908.69,1885.77,76907.41,78.98,4.7,8.55,0.43,9.53,1408.07,62.75,58.18,66.4,0.6902,INKLUSIF
Makassar,2014,465.61,1.13,16985.53,40.13,196.3,13284.17,15658.93,2105.27,1897.32,9277.4,4547.3,3100.37,906.04,2607.64,7409.07,2084.75,2025.86,82592.82,79.35,4.48,7.39,0.43,10.9,1429.24,70.24,57.59,64.2,0.6766,INKLUSIF
Makassar,2015,478.11,0.97,18077.51,38.24,197.17,14415.64,16762.34,2212.73,2014.49,10125.62,4882.85,3347.93,952.18,2905.99,7999.27,2248.32,2168.81,88828.15,79.94,4.38,7.55,0.4,12.02,1447.68,78.94,57.01,63.24,0.7074,INKLUSIF
Makassar,2016,497.71,0.84,19558.17,42.29,201.33,15585.75,18271.24,2312.6,2184.96,11081.12,5520.29,3418.46,1009.67,2840.63,8596.48,2464.25,2371.84,95957.64,80.53,4.56,8.03,0.4,12.02,1467.95,87.13,56.42,66.78,0.7212,INKLUSIF
Makassar,2017,505.59,0.77,20806.6,45.0,215.19,16897.85,20112.43,2516.61,2375.28,12168.29,5841.81,3497.12,1094.12,3004.0,9442.55,2707.72,2595.25,103826.16,81.13,4.59,8.2,0.4,10.59,1485.94,95.67,55.83,68.19,0.7304,INKLUSIF
Makassar,2018,504.69,0.66,20856.68,49.36,228.61,18397.67,22484.33,2737.52,2682.32,13735.37,6152.6,3648.89,1205.39,3500.85,10434.5,3001.17,2947.8,112568.41,81.73,4.41,8.42,0.38,12.19,1503.66,106.23,65.03,66.22,0.7549,INKLUSIF
Makassar,2019,526.0,0.58,22728.08,53.87,224.81,20034.23,25142.39,2995.64,2849.88,14916.42,6366.61,3835.37,1354.93,3770.96,11120.17,3285.55,3260.35,122465.83,82.25,4.28,8.79,0.39,9.83,1521.09,117.3,67.82,65.12,0.7589,INKLUSIF
Makassar,2020,508.93,0.0,21767.9,51.52,236.02,20232.8,23777.63,2476.09,2284.79,16487.16,6482.79,3838.84,1200.58,3754.75,11302.84,3680.34,2822.79,120905.75,82.25,4.54,-1.27,0.4,15.92,1423.88,125.32,61.63,69.98,0.5987,CUKUP INKLUSIF
Makassar,2021,518.31,0.0,22678.92,54.0,244.66,21101.29,25119.55,2641.16,2326.3,17525.17,6282.85,3949.18,1266.83,3917.66,11695.48,3952.68,3038.78,126312.83,82.66,4.82,4.47,0.4,13.18,1434.44,132.68,60.64,74.69,0.6905,INKLUSIF
Tana Toraja,2010,678.03,29.72,164.67,3.63,3.21,271.38,378.21,48.74,31.56,102.98,46.78,110.67,2.25,269.76,135.88,59.74,49.92,2387.1,62.83,14.61,7.67,0.51,3.88,221.08,10.76,12.56,32.5,0.4411,CUKUP INKLUSIF
Tana Toraja,2011,734.58,31.08,176.02,4.01,3.57,296.89,406.74,52.72,33.62,113.21,55.77,117.74,2.35,283.83,143.88,64.32,52.6,2572.92,63.22,13.22,7.78,0.48,5.56,223.28,12.54,11.58,29.6,0.469,CUKUP INKLUSIF
Tana Toraja,2012,770.58,32.96,187.83,4.88,3.82,325.91,466.71,57.83,37.4,135.94,66.42,125.97,2.57,295.09,153.98,69.93,55.91,2793.72,63.96,12.73,8.58,0.45,4.63,224.81,14.38,11.6,28.7,0.5112,CUKUP INKLUSIF
Tana Toraja,2013,788.51,36.38,203.96,4.99,4.05,360.97,514.6,65.68,41.22,154.69,76.52,133.86,2.75,308.72,164.99,75.03,57.55,2994.47,64.55,13.81,7.19,0.42,3.26,226.21,16.28,10.63,31.3,0.5185,CUKUP INKLUSIF
Tana Toraja,2014,840.95,41.32,216.16,6.02,4.16,373.8,569.04,71.97,44.79,163.45,82.5,144.99,2.89,316.26,173.97,83.94,61.9,3198.12,65.08,12.77,6.8,0.4,3.3,227.59,18.79,11.65,29.1,0.533,CUKUP INKLUSIF
Tana Toraja,2015,880.96,45.21,233.83,5.36,4.19,391.18,618.07,79.61,47.95,179.08,90.77,157.79,3.07,335.31,186.11,91.01,67.79,3417.3,65.75,12.46,6.85,0.37,3.99,228.78,21.43,12.67,28.59,0.5631,CUKUP INKLUSIF
Tana Toraja,2016,941.59,47.92,259.58,6.65,4.36,427.39,682.14,84.21,51.69,195.54,103.79,171.94,3.25,316.04,198.21,99.05,73.15,3666.48,66.25,12.36,7.29,0.31,3.99,230.89,23.72,13.7,28.42,0.6192,CUKUP INKLUSIF
Tana Toraja,2017,998.56,51.93,285.57,7.02,4.72,463.2,742.37,90.81,57.16,213.68,107.37,180.99,3.48,332.1,213.92,107.05,80.59,3940.52,66.82,12.62,7.47,0.32,5.6,232.74,26.15,14.72,29.18,0.6208,CUKUP INKLUSIF
Tana Toraja,2018,1052.66,55.46,296.28,7.62,5.1,491.65,815.53,100.05,63.24,231.52,115.53,188.97,3.74,383.57,233.65,116.74,89.95,4251.26,67.66,12.75,7.89,0.37,3.07,234.53,29.31,19.71,29.65,0.5999,CUKUP INKLUSIF
Tana Toraja,2019,1049.56,59.84,343.52,8.18,5.38,539.02,889.16,111.03,68.4,256.81,121.62,203.89,3.96,415.42,254.6,128.0,99.8,4558.14,68.25,12.35,7.22,0.36,2.55,236.25,31.66,22.86,28.87,0.6035,CUKUP INKLUSIF
Tana Toraja,2020,1039.75,58.78,327.73,8.58,5.75,521.49,870.28,100.01,62.35,286.88,123.45,221.89,3.78,412.83,268.87,141.09,91.77,4545.29,68.75,12.1,-0.28,0.35,2.6,280.79,27.1,12.59,28.41,0.5023,CUKUP INKLUSIF
Toraja Utara,2021,831.01,62.55,375.75,8.58,8.35,738.64,1294.66,231.12,145.7,347.84,204.86,243.55,3.45,299.16,355.0,134.57,72.36,5357.13,69.75,11.99,4.05,0.372,2.61,264.44,39.12,23.35,28.39,0.563,CUKUP INKLUSIF
Toraja Utara,2022,878.67,61.35,416.84,8.85,9.56,746.14,1366.66,257.39,167.03,368.05,213.05,246.42,3.98,310.27,361.5,143.12,80.49,5639.38,70.36,11.65,5.27,0.356,1.99,268.88,42.07,21.46,27.79,0.5999,CUKUP INKLUSIF
Toraja Utara,2023,894.67,63.41,428.18,9.4,10.01,771.74,1439.94,283.67,181.38,381.21,211.23,251.57,4.44,319.71,370.06,151.83,88.85,5861.32,71.23,12.12,3.94,0.348,2.6,273.34,45.03,19.85,29.14,0.5951,CUKUP INKLUSIF
Toraja Utara,2024,911.31,65.76,443.22,9.59,10.62,770.85,1518.29,299.16,188.54,405.3,223.16,266.1,4.42,360.8,391.91,159.09,96.23,6124.34,71.85,10.73,4.49,0.316,2.44,277.79,47.73,29.88,25.97,0.6337,CUKUP INKLUSIF
Wajo,2022,4462.63,1998.06,548.61,17.47,6.13,1177.7,2455.66,513.75,59.97,379.75,375.16,496.16,16.57,534.7,558.21,219.28,71.98,13891.79,70.26,6.57,2.38,0.375,2.54,383.93,63.43,27.85,26.75,0.541,CUKUP INKLUSIF
Wajo,2023,4260.85,2047.5,581.58,18.41,6.45,1202.96,2637.76,529.72,64.24,397.87,359.14,539.55,17.6,542.12,577.39,228.27,79.37,14090.79,71.1,6.73,1.43,0.362,2.1,386.54,63.61,28.37,27.54,0.5453,CUKUP INKLUSIF
Wajo,2024,4367.44,2160.91,610.37,19.17,6.83,1219.5,2783.63,547.89,71.49,419.91,359.83,570.26,18.06,571.4,651.08,256.2,93.17,14727.12,71.52,6.47,4.52,0.369,2.31,389.05,66.71,30.78,26.57,0.5917,CUKUP INKLUSIF
Wajo,2025,4680.6,2438.91,664.16,19.96,6.99,1299.8,2905.28,548.98,80.35,443.57,383.64,604.35,18.85,569.88,725.11,282.57,108.91,15781.92,74.72,5.86,7.16,0.356,3.47,391.5,73.46,36.57,24.15,0.6765,INKLUSIF
